1429365600.00000,6.6666666662,0.2000000000
1429365600.10000,6.6666824907,0.4000004747
1429365600.20000,6.6666666290,0.6000004736
1429365600.30000,6.6666826163,0.8000009521
1429365600.40000,6.6666665974,1.0000009500
1429365600.50000,6.6666666807,1.2000009504
1429365600.60000,6.6666825170,1.4000014259
1429365600.70000,6.6666666749,1.6000014262
1429365600.80000,6.6666825297,1.8000019021
1429365600.90000,6.6666667123,2.0000019034
1429365601.00000,6.6666666369,2.2000019025
1429365601.10000,6.6666825401,2.4000023787
1429365601.20000,6.6666666691,2.6000023788
1429365601.30000,6.6666825675,2.8000028558
1429365601.40000,6.6666666998,3.0000028568
1429365601.50000,6.6666666135,3.2000028552
1429365601.60000,6.6666825586,3.4000033320
1429365601.70000,6.6666666509,3.6000033315
1429365601.80000,6.6666825814,3.8000038090
1429365601.90000,6.6666665927,4.0000038067
1429365602.00000,6.6666666636,4.2000038067
1429365602.10000,6.6666825181,4.4000042822
1429365602.20000,6.6666666540,4.6000042818
1429365602.30000,6.6666825811,4.8000047592
1429365602.40000,6.6666666723,5.0000047594
1429365602.50000,6.6666666991,5.2000047604
1429365602.60000,6.6666825624,5.4000052373
1429365602.70000,6.6666666035,5.6000052354
1429365602.80000,6.6666825705,5.8000057125
1429365602.90000,6.6666666928,6.0000057133
1429365603.00000,6.6666667074,6.2000057145
1429365603.10000,6.6666824755,6.4000061888
1429365603.20000,6.6666666774,6.6000061891
1429365603.30000,6.6666825912,6.8000066668
1429365603.40000,6.6666666476,7.0000066662
1429365603.50000,6.6666666302,7.2000066651
1429365603.60000,6.6666825666,7.4000071421
1429365603.70000,6.6666666156,7.6000071406
1429365603.80000,6.6666825682,7.8000076177
1429365603.90000,6.6666666266,8.0000076165
1429365604.00000,6.6666666793,8.2000076168
1429365604.10000,6.6666826134,8.4000080952
1429365604.20000,6.6666666480,8.6000080947
1429365604.30000,6.6666825672,8.8000085717
1429365604.40000,6.6666666400,9.0000085709
1429365604.50000,6.6666666561,9.2000085706
1429365604.60000,6.6666825652,9.4000090475
1429365604.70000,6.6666666847,9.6000090481
1429365604.80000,6.6666825580,9.8000095248
1429365604.90000,6.6666666882,10.0000095255
1429365605.00000,6.6666666783,10.2000095258
1429365605.10000,6.6666825513,10.4000100023
1429365605.20000,6.6666666833,10.6000100028
1429365605.30000,6.6666825537,10.8000104795
1429365605.40000,6.6666666595,11.0000104792
1429365605.50000,6.6666666906,11.2000104800
1429365605.60000,6.6666825413,11.4000109562
1429365605.70000,6.6666666166,11.6000109547
1429365605.80000,6.6666825934,11.8000114325
1429365605.90000,6.6666666795,12.0000114329
